user_id,inf,weibo_num,focus_num,fans_num
浴中奇思,??男/浙江    ??    ,17760,1014,827823
心有阳光不喜忧伤,??女/其他    ??    ,967,330,262
赵木杉_ATTO,??男/陕西    ??    ,27652,2145,69104
知乎热榜,??男/北京    ??    ,7114,204,569409
刘骁骞,??男/海外    ??    ,7422,163,1920149
牙齿矫正上海季医生,??女/上海    ??    ,5028,118,26756
帝吧官微,??女/香港    ??    ,11335,585,1279955
光头帮主,??男/山东    ??    ,37259,3676,194195
中国历史研究院,??男/北京    ??    ,2978,361,1091987
SECHSKIES_OFFICIAL,??男/海外    ??    ,426,19,173821
最高人民检察院,??男/北京    ??    ,34257,249,13294798
芒果捞小萌妹,??女/海外    ??    ,5977,190,5010617
顶尖摄影观赏,??女/北京    ??    ,26578,67,10442602
张昕宇梁红,??男/北京    ??    ,3278,533,4280698
张胜军,??男/甘肃    ??    ,93732,19974,617370
WeLens,??男/北京    ??    ,41616,144,1348847
我是饱受屈辱的监查员,??男/海外    ??    ,8580,112,36280
龚晓明医生,??男/北京    ??    ,15770,215,4802572
荐见,??男/北京    ??    ,13083,774,857501
剑网3官方微博,??男/广东    ??    ,18650,923,3387569
CCTV网络春晚,??男/北京    ??    ,33657,411,5823374
饭饭,??男/北京    ??    ,8421,515,3084994
家有安大魔王,??女/江苏    ??    ,4479,391,954
奋斗在韩国,??女/海外    ??    ,98114,392,7543610
星闻爱豆,??女/江苏    ??    ,6213,375,2083921
最治愈的视频,??男/河南    ??    ,115224,291,727722
F伯爵,??男/北京    ??    ,24613,547,442495
辽视第一时间,??男/辽宁    ??    ,251982,2962,1565047
娱乐报姐,??女/上海    ??    ,7649,607,4360001
浙江卫视,??男/浙江    ??    ,89013,1102,7550915
真香科普君,??女/广东    ??    ,802,93,1863886
健康苏州,??男/江苏    ??    ,3614,149,16486
局部气候,??男/北京    ??    ,827,120,1398103
习五一,??女/北京    ??    ,35483,69,2703502
姜奕丞alex,??男/辽宁    ??    ,460,449,3343
铁路网,??男/北京    ??    ,2129,481,148355
21世纪经济报道,??男/广东    ??    ,98159,800,21100299
理性的白痴,??男/江苏    ??    ,11637,1110,531990
初心炸鸡,??男/海外    ??    ,5093,526,119771
英国RedScarf,??女/海外    ??    ,33896,176,549656
行游大连,??男/辽宁    ??    ,114312,627,1082913
神和她的孩子在跳舞,??男/香港    ??    ,12505,504,9608
卢麒元,??男/香港    ??    ,27754,1906,1293300
猎奇研究所,??男/北京    ??    ,15921,129,142792
北京人的新鲜事,??女/北京    ??    ,8295,50,2425667
安普若-外号安校长,??男/海外    ??    ,38792,3071,1641506
智慧科技迷,??男/广东    ??    ,77372,449,8543398
何新老家伙,??男/北京    ??    ,18049,878,469046
武了个汉,??女/湖北    ??    ,14554,2106,337644
焦糖宣布丁,??女/山东    ??    ,675,324,166
思明博览,??男/福建    ??    ,77366,3028,1022828
Vetrax嚣张卫视,??男/北京    ??    ,119218,2649,348097
上海市场监管,??男/上海    ??    ,13498,285,421919
武汉同城,??男/湖北    ??    ,52298,1344,802978
美食与旅行酱,??男/内蒙古    ??    ,14754,813,4146674
青岛晚报,??男/山东    ??    ,96440,2971,2539397
央视财经,??男/北京    ??    ,95879,587,36516863
中山大学,??男/广东    ??    ,14785,426,702035
飛vov,??女/浙江    ??    ,1167,685,457
头条合肥,??男/安徽    ??    ,15078,563,1094113
局座召忠,??男/北京    ??    ,1793,151,13933294
Dear-恒星的恒心,??女/陕西    ??    ,982,89,263
燕赵都市报,??男/河北    ??    ,47123,1743,10241490
夸克有声QuarkAudio,??男/四川    ??    ,93,284,565
哈佛小姐姐Susana,??女/浙江    ??    ,857,539,18785
徐凤文,??男/天津    ??    ,51941,1795,255525
卤煮疫苗,??男/北京    ??    ,28490,865,409484
大连生活,??男/辽宁    ??    ,19712,506,1718959
王随机,??男/湖北    ??    ,4950,2087,1408173
重庆发布,??男/重庆    ??    ,50213,299,1892687
天文在线,??男/云南    ??    ,73631,653,3625354
不中用的大头??女/其他    ??    ,个性懒散，喜欢看书，爱好美食,17,177,97
口译Allen老师,??男/北京    ??    ,8275,589,936588
长沙警事,??男/湖南    ??    ,45837,1112,1740142
纪春生在美国,??男/海外    ??    ,12740,802,431898
山西发布,??男/山西    ??    ,32387,735,355605
台下十年功夫,??男/北京    ??    ,27121,235,791321
育儿网官方微博,??女/江苏    ??    ,21771,130,1166431
电竞赛事猪,??女/海外    ??    ,4255,346,128427
上官荣雲,??女/上海    ??    ,11406,153,316629
新浪湖南,??男/湖南    ??    ,57663,4950,1529398
微博新鲜事,??男/北京    ??    ,22160,350,16869500
央视体育,??男/北京    ??    ,121816,603,23881914
华闻周刊,??男/北京    ??    ,28657,514,1849982
辣眼君,??女/海外    ??    ,1021,100,1279348
金山传播,??男/上海    ??    ,62721,786,99035
超级剧探王,??女/四川    ??    ,4236,274,1458011
今日悉尼,??男/海外    ??    ,108784,779,368215
中国网,??男/北京    ??    ,89369,460,4906335
我和动漫的日常,??男/上海    ??    ,17351,151,5463810
生态环境部,??男/北京    ??    ,19197,545,2603929
和硕礼亲王,??男/北京    ??    ,11319,255,627474
辣叶摧秋,??男/浙江    ??    ,51864,1818,240254
sk糖王周毅,??男/江苏    ??    ,1620,590,944316
旅游科长,??男/云南    ??    ,24287,1113,5408093
新浪资讯台,??男/北京    ??    ,104756,2103,11371077
何君堯JuniusHo,??男/香港    ??    ,2171,1019,1109838
瘦驼,??男/北京    ??    ,39171,1775,6123194
北京人北京事儿,??男/北京    ??    ,34540,263,5200840
中医田应旭,??男/湖北    ??    ,14405,259,24912
武汉热生活,??女/湖北    ??    ,7522,449,5003049
解放军报,??男/北京    ??    ,102525,323,21398734
萝卜报告,??男/北京    ??    ,35886,271,4497930
徐付群,??男/北京    ??    ,37850,2197,2467831
视角_日本,??男/海外    ??    ,30663,531,1366577
王小东,??男/北京    ??    ,98799,885,2530924
lesliesay,??男/上海    ??    ,69056,76,2210009
-半边修竹半边兰-??男/江苏    ??    ,山川河流  岁月静好,15507,72,307
国民不得不看,??男/北京    ??    ,18939,239,835430
肛肠外科邢云丽医生,??女/上海    ??    ,8462,428,1077980
北京晚报,??男/北京    ??    ,108355,1895,16391451
柚子超会买,??男/其他    ??    ,32846,32,1562284
时尚旅者,??男/云南    ??    ,8139,371,1406391
CoccinellaDesign叩启,??女/江苏    ??    ,171,31,25738
湖北日报,??男/湖北    ??    ,100089,401,4147692
李丨想丨主丨义,??女/其他    ??    ,144,5,3290
新民周刊,??男/上海    ??    ,117765,877,29492232
株洲公安,??男/湖南    ??    ,16126,563,142262
欧洲时报,??男/海外    ??    ,31398,592,788543
北美美容快报,??女/海外    ??    ,51571,107,1554880
1818黄金眼,??男/浙江    ??    ,56739,417,8326638
__Kunkun,??女/海外    ??    ,1247,416,50856
毕啸南,??男/北京    ??    ,684,167,256839
中科大胡不归,??男/安徽    ??    ,55244,689,2511067
文汇报,??男/上海    ??    ,67788,1737,1729320
安阳日报,??男/河南    ??    ,27763,205,746609
是小云朵啊??女/广西    ??    ,来去请随意。,574,272,141
DrX说,??男/海外    ??    ,2110,361,189843
少儿美术课程分享,??女/福建    ??    ,1436,284,70670
成都发布,??男/四川    ??    ,116489,1083,10152502
年糕妈妈,??女/江苏    ??    ,10836,407,3268148
宋清辉,??男/广东    ??    ,109911,93,10101542
西安身边事,??女/陕西    ??    ,74692,1997,1284924
杨建国,??男/河南    ??    ,98818,3204,2576241
吃瓜鹅每日速报,??男/北京    ??    ,28369,75,2072821
HEAR呼海,??男/上海    ??    ,9617,263,372450
德国艺术,??女/北京    ??    ,15478,1961,1173530
中新经纬,??男/北京    ??    ,42107,2469,10584607
问政山东,??男/山东    ??    ,5262,228,46883
财联社CC新闻,??男/上海    ??    ,2411,439,245162
荆州日报,??男/湖北    ??    ,40995,618,376317
Judydoll橘朵,??男/上海    ??    ,2919,132,170777
游医生指北,??女/北京    ??    ,2479,342,827228
香港文匯網,??男/广东    ??    ,84994,481,1721781
微韩国,??女/海外    ??    ,911,224,324226
司法部,??女/北京    ??    ,12001,275,1270165
剥洋葱,??男/北京    ??    ,216,40,430871
人民日报海外版-海外网,??男/北京    ??    ,86486,265,4515600
北京市疾病预防控制中心,??男/其他    ??    ,9055,432,1809446
英语,??女/海外    ??    ,872,48,43307
就让我222不完,??男/湖北    ??    ,387,766,322
沈阳市天气预报-天气微博网,??女/辽宁    ??    ,4411,1982,11496
钱江晚报,??男/浙江    ??    ,108698,436,6809242
月风_投资笔记,??男/北京    ??    ,7771,353,722596
无为李爷,??男/北京    ??    ,17463,892,646614
羊城晚报,??男/广东    ??    ,142779,660,12083107
健康界,??男/北京    ??    ,49705,2565,2418746
伊丽莎白骨精啊,??女/北京    ??    ,23124,1103,2180338
鹅要火,??女/北京    ??    ,23564,51,52426
新浪厦门,??男/福建    ??    ,91731,4868,1793956
上海热门资讯,??男/上海    ??    ,65333,3020,1219648
每回逗你笑,??男/北京    ??    ,27960,124,144554
泌尿外科杨大夫,??男/四川    ??    ,11411,2330,621195
全球IT数码排行榜,??女/北京    ??    ,5907,354,2379162
呆橘花胖子,??女/北京    ??    ,26191,121,627871
娱乐红颜,??女/上海    ??    ,3892,1428,3555004
IT互联网资讯,??男/北京    ??    ,27792,711,3451884
周思成,??男/湖南    ??    ,24286,893,4694526
新华日报,??男/江苏    ??    ,73091,487,10031521
成都关工委,??男/四川    ??    ,58469,931,369536
沈阳发布,??男/辽宁    ??    ,44397,176,2964818
中国气象数据,??男/北京    ??    ,30949,393,862291
桃小兔Maggie,??女/海外    ??    ,9916,2852,7446
呼吸科大夫胡洋,??男/上海    ??    ,4517,123,1026573
中国地震台网速报,??男/北京    ??    ,24347,385,11263194
校园咨询君,??女/北京    ??    ,35123,1562,936817
今晚报,??男/天津    ??    ,134168,2888,11359591
幽默趣事大百科,??男/湖北    ??    ,1044,326,2008484
大仙女张小闹,??女/云南    ??    ,4940,843,309798
命-理-午戌轩,??男/广东    ??    ,2082,538,2328491
壹基金,??男/广东    ??    ,11600,1385,2190082
凤凰李淼,??女/海外    ??    ,8971,234,1435279
國醫東方,??男/北京    ??    ,3078,324,125136
兔兔吃瓜娱乐,??男/北京    ??    ,21966,294,2020158
九州艺品,??男/吉林    ??    ,142365,6811,1433788
第二镜头,??男/北京    ??    ,23342,156,579817
反吃瓜联盟,??男/海外    ??    ,6531,313,260514
广东共青团,??女/广东    ??    ,92873,277,1334093
大学知事,??女/天津    ??    ,2969,285,362766
香蕉没毛病,??女/海外    ??    ,58306,158,1523211
余不痛经-余应伟大夫,??男/北京    ??    ,3969,529,804416
英国院校那些事,??女/北京    ??    ,22773,544,3034500
中国生物CNBG,??男/北京    ??    ,2203,954,15151
潜龙FTCT,??男/北京    ??    ,206,351,348
广州交通电台,??男/广东    ??    ,44690,756,1158942
草书大师,??女/北京    ??    ,10148,1463,725486
东方财富网,??男/上海    ??    ,96551,1793,2484585
青蜂侠Bee,??男/北京    ??    ,13892,822,2832652
肿瘤专科医生,??男/福建    ??    ,17950,278,3586628
是超妹儿,??女/湖南    ??    ,66,0,2442
早报网,??女/海外    ??    ,54962,131,3252612
新浪山西,??男/山西    ??    ,29011,2665,1158986
文妈家的小文文,??女/北京    ??    ,5628,906,122493
全球最好看的电影,??女/香港    ??    ,53154,5069,1828220
北京卫视,??男/北京    ??    ,47924,770,7106840
李叁柒Max,??男/福建    ??    ,658,148,3588587
大马头条新闻,??男/海外    ??    ,12515,298,282728
国家邮政局,??男/北京    ??    ,3006,170,331207
武汉市第一医院,??男/湖北    ??    ,2504,258,37616
娱扒爷,??男/其他    ??    ,15241,239,3032560
波特卡斯D艾斯的老婆,??女/其他    ??    ,446,77,198
杭州网,??女/浙江    ??    ,117465,603,1784944
微博政务,??女/北京    ??    ,33349,3696,1998545
IT之家,??男/山东    ??    ,141418,681,5971594
百诺恩财神家族,??女/北京    ??    ,6065,1090,809133
北京首大眼耳鼻喉医院,??男/北京    ??    ,3719,298,113883
沸点视频,??女/北京    ??    ,14023,1326,5956433
围脖母婴频道,??女/北京    ??    ,12314,398,1550288
财经杂志,??男/北京    ??    ,6552,387,4799552
没人喜欢的夜猫君??男/其他    ??    ,估计教授应该是割了学校高层领导后面那些皇亲国戚的韭菜,41,170,86
新浪安徽,??男/安徽    ??    ,57306,4679,1391110
野田洋次郎twitter搬运,??男/海外    ??    ,5177,4,17806
泰拳刚猛,??男/海外    ??    ,21422,1561,964099
朱筱吟医生,??女/上海    ??    ,5041,883,67219
英国驻华使馆,??男/北京    ??    ,8191,1217,1822397
BOSSE唐博,??男/北京    ??    ,503,307,625076
国际劳工组织北京局,??男/北京    ??    ,986,87,24228
作家西原秋,??男/北京    ??    ,11485,2662,544660
何凯文,??男/北京    ??    ,10165,30,9720631
历史探秘,??男/浙江    ??    ,4285,37,1158329
台湾那点事儿,??男/辽宁    ??    ,37636,223,885252
杭州事儿君,??男/浙江    ??    ,9112,851,1622169
麦卡PULP,??男/广东    ??    ,11142,600,50077
郭松民,??男/北京    ??    ,30759,2386,1326706
让你笑坏了,??女/河南    ??    ,32717,161,166424
张家界先生,??男/湖南    ??    ,26008,11241,865014
河南日报,??男/河南    ??    ,83987,825,6219478
风吟听竹,??男/浙江    ??    ,82902,2648,394119
平常心LFX,??男/河北    ??    ,146604,3243,7427
极客村长,??男/其他    ??    ,27123,1102,3823467
看看这个有趣的世界,??女/天津    ??    ,8540,27,99491
西皮娱乐,??女/北京    ??    ,14032,854,6157097
中报视频,??女/北京    ??    ,6946,142,1006917
深扒皮,??女/北京    ??    ,3718,354,2580250
多事之眼,??男/广东    ??    ,5144,1995,64096
大河报,??男/河南    ??    ,136690,2081,13601615
葉子张野,??女/海外    ??    ,22040,2767,893952
小逗比神吐槽,??男/辽宁    ??    ,71614,133,6745732
投资伯乐,??男/广东    ??    ,24635,5566,513245
赣州发布,??男/江西    ??    ,35655,519,118676
第一新闻,??女/陕西    ??    ,139279,1372,4214233
1058小昕,??女/湖北    ??    ,7340,722,18303
上海攻略君,??女/上海    ??    ,7570,82,2049618
北京政法,??男/北京    ??    ,30650,849,1215042
ZEALER,??女/广东    ??    ,29021,790,2487357
医学界网站,??男/上海    ??    ,19536,1747,2557402
东方网1站视频,??男/上海    ??    ,13021,348,158501
显像管MMD,??男/北京    ??    ,5965,108,112669
警民直通车-上海,??男/上海    ??    ,56434,1398,5045774
汕头吃喝玩乐,??男/广东    ??    ,28340,1040,754764
帅逼陈二狗,??男/广东    ??    ,51583,170,8503905
江枫时评,??男/北京    ??    ,31675,4291,1368045
亟兮般若,??男/重庆    ??    ,44963,697,1597089
北京青年报,??男/北京    ??    ,115741,1478,13491690
于晓攀,??男/天津    ??    ,13623,2270,801463
纪录片之声,??女/天津    ??    ,18226,251,806323
整形医生张干林,??男/广东    ??    ,2452,9392,240026
微博银川,??男/宁夏    ??    ,16915,876,2966402
吴晖,??男/陕西    ??    ,2024,2434,1324103
咪咕乐访,??女/四川    ??    ,5966,758,590240
价值投资日志,??男/广东    ??    ,115912,1278,1490340
连鹏,??男/其他    ??    ,20832,1856,1238697
工信微报,??男/北京    ??    ,10696,326,4255089
黄曦垚,??女/福建    ??    ,1920,235,9337
竺映波,??女/上海    ??    ,290,30,331247
一只自由的小精灵,??女/其他    ??    ,6046,755,3340
沧州城事儿,??女/河北    ??    ,11527,645,123698
长江云官方微博,??男/湖北    ??    ,47833,1027,781522
甘肃发布,??女/甘肃    ??    ,50841,647,2906439
滁州身边事,??女/安徽    ??    ,12050,839,221120
风闻社区,??女/其他    ??    ,18468,513,2081036
律师陆伟民,??男/上海    ??    ,4243,1372,237938
浙江新闻频道,??男/其他    ??    ,22448,450,1099244
東瀛流水,??男/海外    ??    ,6444,704,4358
傻子笙歌,??男/北京    ??    ,19977,201,1375115
香港衛視HKS,??男/香港    ??    ,44378,326,402022
凤凰网娱乐,??女/北京    ??    ,70455,680,7804287
月亮湖视频,??男/湖北    ??    ,42283,258,425158
经济之声,??男/北京    ??    ,58667,292,16353987
网易财经,??男/北京    ??    ,119278,970,3194087
麻辣D仔Divus,??女/上海    ??    ,852,1553,1255957
BIllionaireJing,??男/重庆    ??    ,36,178,779
彭州发布,??男/四川    ??    ,42663,702,653422
人民海军,??男/北京    ??    ,2522,251,1387468
大河报豫视频,??女/河南    ??    ,5974,241,182685
湖北税务,??女/湖北    ??    ,620,5,29467
袁者之,??男/广东    ??    ,8101,1150,742677
今日华尔街??男/海外    ??    ,【5个简单技巧训练批判性思维】我们很幸运生活在这样一个人类知识的积累只要动动手指就能获得的时代，我们从来没有机会接触如此多的信息，但并不是所有的东西都是它表面看起来的那样，我们需要对信息进行帅选、甄别、提炼后再吸收，这里给你5个技巧帮你你避免不慎误入歧途，培养你的批判性思维。...,4843,107,2112882
迟夙生律师,??女/黑龙江    ??    ,125247,10433,3069064
张大根儿,??男/黑龙江    ??    ,1308,582,3995
齐鲁网,??女/山东    ??    ,66187,486,1976976
阮斯林雅Swan,??女/四川    ??    ,638,384,21973
中国正能量,??男/山东    ??    ,21195,52,4625572
福多多剧有福,??女/浙江    ??    ,53012,987,2465472
深圳微博发布厅,??女/广东    ??    ,90983,1015,2426702
万家八卦,??男/江苏    ??    ,9819,289,736996
湖北新闻,??女/湖北    ??    ,28152,72,576791
haibaraemily,??女/湖北    ??    ,4921,469,750753
北京人和北京事儿,??男/北京    ??    ,13179,56,747167
#NAME?,??男/江苏    ??    ,2470,1297,216988
平安南京,??男/江苏    ??    ,30172,439,2691868
湖北之声,??男/湖北    ??    ,82457,592,1012476
中国政府网,??男/北京    ??    ,28779,74,18908545
疾控科普,??女/北京    ??    ,1642,32,290692
江煜朗??男/上海    ??    ,一个想活成狮子的水瓶。,1546,373,263
爱讲笑话的特长生,??男/四川    ??    ,31776,654,1151251
国家应急广播,??男/北京    ??    ,104110,390,2487473
柯岚-教书的人,??女/湖北    ??    ,14324,907,293795
CCTV焦点访谈,??男/北京    ??    ,3454,189,3393369
黄掌柜007,??男/北京    ??    ,8418,770,661036
山东卫视,??男/山东    ??    ,49606,1125,8029302
剧墨人,??男/海外    ??    ,1899,49,128382
ICU胡医生,??男/湖北    ??    ,357,260,909605
禅古禅今,??男/其他    ??    ,29082,1090,1263684
沈阳sz1961sy,??男/北京    ??    ,92617,3949,38810
苏州发布,??男/江苏    ??    ,102209,849,2527522
啾咪小杏酱,??女/其他    ??    ,4732,602,164866
健康上海12320,??男/上海    ??    ,17629,302,804062
疾风中青勁草,??男/香港    ??    ,3548,136,252484
京讯网安徽,??男/安徽    ??    ,34837,2401,1656849
东风快递,??男/北京    ??    ,5859,163,2363006
日语翻译社,??女/海外    ??    ,2180,225,341778
秦淮发布,??男/江苏    ??    ,50264,1188,932437
博客天下,??男/北京    ??    ,15128,437,1728059
芒果捞小萌主,??男/海外    ??    ,13675,776,2203911
火爸朱剑笛,??男/江苏    ??    ,30212,317,2756710
周思CIO,??男/北京    ??    ,30460,278,688890
中国广州发布,??女/广东    ??    ,66178,641,5293842
GRE考试官方社区,??男/北京    ??    ,2441,22,195163
网信银川,??男/其他    ??    ,1454,362,2818
逸行,??女/北京    ??    ,7702,811,1259164
那一片苦海,??女/广西    ??    ,13274,5578,212298
芒果影视台,??女/湖南    ??    ,31176,1036,4368905
太原都市,??男/山西    ??    ,22716,4747,685493
紫荆树,??女/香港    ??    ,33825,1485,2615963
深圳卫视_直播港澳台,??女/广东    ??    ,12783,466,737175
央视网青年,??女/北京    ??    ,8991,345,1319352
杨好好lucy,??女/重庆    ??    ,744,724,1087
没事儿瞎吐槽,??男/北京    ??    ,106518,901,2268903
自贡网,??男/四川    ??    ,11258,1658,122358
趣画画,??男/北京    ??    ,12541,432,198907
三联中读,??男/北京    ??    ,10136,250,115959
一玶海岸,??男/北京    ??    ,7916,634,162960
Cars-Power,??男/北京    ??    ,32982,625,1183466
白居易白大人,??女/广东    ??    ,1839,290,447
新浪赛车,??男/北京    ??    ,58765,470,2268014
唐山发布,??男/河北    ??    ,19956,233,472643
南宁人不知道的南宁事,??女/广西    ??    ,22716,674,944326
盐城康众汽配连锁de包道伟,??男/江苏    ??    ,1803,446,1421
BBC_英伦网,??男/海外    ??    ,16003,37,396578
首都儿科研究所,??女/北京    ??    ,10546,299,1751353
微博国画,??男/北京    ??    ,24654,561,855546
公益小雷,??女/四川    ??    ,100174,4480,1464070
耿直的阿拉斯加猪,??男/北京    ??    ,13081,1756,453427
思想品读,??女/辽宁    ??    ,103039,297,205800
Ski兮颜,??女/江苏    ??    ,1402,1371,113191
一分钟学琴,??男/北京    ??    ,655,22,11360
四川手机报,??男/四川    ??    ,56169,951,1146353
青衫不改旧人还吖,??男/海外    ??    ,3707,234,201779
高冷与帅,??男/北京    ??    ,330,1496,218750
AC蓦然回首,??女/北京    ??    ,77043,5200,293155
有料,??女/北京    ??    ,9862,300,1215654
长江日报,??男/湖北    ??    ,145340,737,4221670
·长夜有星辰,??男/山东    ??    ,2263,787,264570
青岛发布,??男/山东    ??    ,49537,1151,3924372
如章同志,??男/湖北    ??    ,691,167,17106
CC讲坛,??男/北京    ??    ,3632,585,124286
猫er的小耳朵,??女/陕西    ??    ,3998,343,3965
机智的小王同学丶,??女/湖北    ??    ,937,145,2091
邹爱标-医学营养治疗,??男/北京    ??    ,7007,290,352220
公路美学,??男/北京    ??    ,23611,1751,472834
牙齿矫正正畸袁峰,??男/上海    ??    ,12840,423,600723
小满,??男/陕西    ??    ,23460,965,3537506
钱江视频,??男/浙江    ??    ,27533,841,2712983
西地兰,??男/云南    ??    ,5119,1133,79447
快兰斯24小时财经直播,??女/海外    ??    ,618837,536,516987
新浪山东,??女/山东    ??    ,59552,5430,1877713
东方网,??女/上海    ??    ,104919,423,5143671
最美字体,??男/云南    ??    ,33559,1377,915207
后沙月光本尊,??男/河北    ??    ,18240,562,3064300
中国数字科技馆,??男/北京    ??    ,38155,546,8306425
小V脸姐,??女/四川    ??    ,1117,102,623959
西安商网,??女/陕西    ??    ,40957,845,345725
我腹肌好疼,??男/河南    ??    ,100242,511,659569
FTIsland吧官方微博,??男/海外    ??    ,26865,161,219673
小光同學Running,??男/广东    ??    ,3086,1271,1100
什锦八宝bot,??女/天津    ??    ,620,8,28438
阳江网警巡查执法,??男/广东    ??    ,1668,189,2498
体坛周报,??男/北京    ??    ,28758,439,4186204
动感936,??男/湖北    ??    ,16149,50,40571
江西日报,??男/江西    ??    ,99018,1069,3741087
热门资讯第一线,??男/北京    ??    ,15479,516,758944
顶尖设计,??男/辽宁    ??    ,8810,783,1231267
宋鸿兵,??男/北京    ??    ,16794,327,2305626
锋潮科技,??男/广东    ??    ,46616,282,2555795
证券时报网,??男/广东    ??    ,78232,732,2275571
国民八戒,??男/江苏    ??    ,229,17,36913
不完美的青春2017,??男/江苏    ??    ,512,447,138
山下智博,??男/上海    ??    ,11323,628,1306893
A-BOnAir,??女/广东    ??    ,529,159,21955
青岛西海岸新闻网,??男/山东    ??    ,9525,435,155914
网上趣事,??女/重庆    ??    ,26847,311,155028
美股C姐,??女/海外    ??    ,9080,47,112145
咩柚耶普达,??女/其他    ??    ,9076,748,480
每日医学资讯,??男/北京    ??    ,27323,374,2205326
转转APP,??男/北京    ??    ,3106,760,525051
雅思天后刘薇,??女/北京    ??    ,17036,208,1748861
河北日报,??女/河北    ??    ,73091,1668,3295665
马桥老娘舅,??男/浙江    ??    ,91565,2217,68589
成都文理学院,??男/四川    ??    ,9695,240,60967
南京发布,??女/江苏    ??    ,55671,2151,4044536
新浪佛学,??男/北京    ??    ,23738,488,685294
中影小水,??女/其他    ??    ,29375,883,2196058
辽宁对外经贸学院,??男/辽宁    ??    ,11639,763,14050
惊回首,??女/北京    ??    ,3469,1158,36531
深蓝财经,??女/北京    ??    ,84436,2487,958178
长沙小点点,??女/湖南    ??    ,51806,616,1331842
医学手札,??男/天津    ??    ,15139,2799,1210188
轮胎粑粑,??男/天津    ??    ,1513,134,1155192
黄蓓依,??女/浙江    ??    ,25167,1528,180022
Glamour_JENNIE资源博,??女/海外    ??    ,20757,69,155476
暴雪游戏姬,??女/浙江    ??    ,17735,396,1066578
疯狂猎奇少女,??女/北京    ??    ,12179,27,109815
每日天下事,??女/上海    ??    ,5995,1270,13076
李伯清,??男/四川    ??    ,1922,386,3866852
香港老友記,??男/其他    ??    ,8096,1392,609748
威海美探,??女/北京    ??    ,334,335,29053
大懒糖,??男/海外    ??    ,28169,999,6629046
医学知识总览,??男/北京    ??    ,15063,188,211435
河南省卫生健康委,??男/其他    ??    ,690,25,139667
_xiaohanjian,??女/其他    ??    ,140,697,309
宝坻发布,??男/天津    ??    ,67014,303,142888
天府发布,??女/四川    ??    ,36982,607,341970
品玩,??男/海外    ??    ,32907,798,1080895
妇科医生汪炼,??女/重庆    ??    ,696,208,765
小幸运-吖,??女/山西    ??    ,2424,818,126013
程逸风,??男/澳门    ??    ,2773,320,97812
司马南,??男/北京    ??    ,49134,2432,2134000
新丐帮网官微,??女/北京    ??    ,6574,151,308583
京彩好评,??男/北京    ??    ,2761,368,108871
法治日报,??男/北京    ??    ,84536,1220,4328247
金山二姐,??女/北京    ??    ,31001,498,349332
微言教育,??男/北京    ??    ,18282,247,8142982
淄博警方,??女/山东    ??    ,76869,1107,872181
少女·Qing,??女/江西    ??    ,38,266,27
体育爆料侠,??男/浙江    ??    ,4883,277,216428
游资之路,??男/河北    ??    ,6271,235,438472
鍋盖頭司令,??男/其他    ??    ,27870,1371,8886139
小区大爷真可爱,??男/安徽    ??    ,1238,758,838
George-瓜瓜,??男/上海    ??    ,51966,222,123137
电影热映榜,??男/香港    ??    ,10775,62,3475943
健康四川官微,??男/四川    ??    ,5359,611,358926
Ryuusei流星·0805x1005·,??女/其他    ??    ,177,20,48671
呼市人不知道的呼市事儿,??男/内蒙古    ??    ,4420,287,303934
民法钟秀勇,??男/北京    ??    ,746,83,910684
黄西炮,??男/海外    ??    ,8041,1484,1192652
山东环境,??男/山东    ??    ,104476,1028,822722
新浪电影,??男/北京    ??    ,59566,1941,32025998
金陵晚报,??女/江苏    ??    ,11226,1226,7302947
李先生正论,??男/湖北    ??    ,456,350,3558
我是殷宜,??女/北京    ??    ,15487,1369,3232832
重庆消防,??男/重庆    ??    ,25060,162,1032385
陈君乐,??男/上海    ??    ,19094,398,2171077
新浪证券,??男/北京    ??    ,127771,2348,3445243
日光冲天,??男/浙江    ??    ,33240,2756,122427
中医杨桢,??男/北京    ??    ,16462,990,1007450
科工力量,??男/上海    ??    ,21545,384,2194285
中国警察网,??男/北京    ??    ,48082,555,3774569
和一只大象去散步,??男/海外    ??    ,68,71,347
猫扑,??女/北京    ??    ,137837,331,5314707
全球经典音乐影视,??女/北京    ??    ,18374,365,3559436
青岛卫生健康,??女/山东    ??    ,32307,402,196010
日系画册,??男/海外    ??    ,15013,15,5473317
直新闻,??男/广东    ??    ,17476,130,792350
如歌7102,??女/其他    ??    ,24148,1486,1695
罗妮zyzyyuan,??女/北京    ??    ,70986,2897,797375
长沙县发布,??男/湖南    ??    ,7000,627,28504
PerfectDiary完美日记,??男/广东    ??    ,2598,167,573839
东方卫视番茄台,??女/上海    ??    ,26149,964,9699245
长三角铁路,??男/上海    ??    ,29665,1337,2081631
张云雷法律后援会,??男/北京    ??    ,1464,113,22034
环球市场播报,??男/北京    ??    ,216837,823,5213257
_LiangYongQi,??女/山东    ??    ,380,1281,12446
USA美国那些事儿,??女/海外    ??    ,19992,447,2900668
fengfeixue0219,??男/上海    ??    ,12448,707,152258
四川省人民医院官方,??男/四川    ??    ,2713,1143,879501
柠檬木聚糖,??男/海外    ??    ,6453,865,188462
球探号,??男/河南    ??    ,933,766,1041985
象山小胖总,??男/其他    ??    ,122,80,51373
小猪猪天天开心,??女/湖北    ??    ,634,93,3283
